Name,Year,Selling_Price,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Maruti,2006,135000,90000,Petrol,Individual,Manual,Third Owner
Mahindra,2010,325000,120000,Diesel,Individual,Manual,Third Owner
Mahindra,2012,650000,102000,Diesel,Individual,Manual,Second Owner
Mahindra,2009,300000,178000,Diesel,Individual,Manual,Second Owner
Toyota,2014,1200000,200000,Diesel,Individual,Manual,Second Owner
Ford,2012,450000,60000,Petrol,Dealer,Manual,First Owner
Tata,2019,425000,3000,Petrol,Individual,Manual,First Owner
Maruti,2006,150000,75118,Petrol,Individual,Manual,Second Owner
Maruti,2013,290000,140000,Diesel,Individual,Manual,Second Owner
Hyundai,2014,335000,60000,Petrol,Individual,Manual,Second Owner
Chevrolet,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner
Ford,2005,20000,25000,Petrol,Individual,Manual,Second Owner
Hyundai,2005,250000,70000,Petrol,Individual,Manual,First Owner
Hyundai,2008,120000,41723,Petrol,Individual,Manual,Second Owner
Maruti,2010,250000,70000,Petrol,Individual,Manual,First Owner
Tata,2012,220000,70000,Diesel,Individual,Manual,Second Owner
Ford,2005,61000,4637,Petrol,Individual,Manual,Second Owner
Maruti,2016,620000,70000,Diesel,Individual,Manual,First Owner
Maruti,2014,425000,100000,Diesel,Individual,Manual,Second Owner
Tata,2009,85000,120000,Diesel,Individual,Manual,Second Owner
Maruti,2015,270000,40000,Diesel,Individual,Manual,Second Owner
Maruti,2009,180000,220000,Diesel,Individual,Manual,First Owner
Renault,2018,300000,20000,Petrol,Individual,Manual,First Owner
Ford,2017,800000,19000,Petrol,Individual,Manual,First Owner
Fiat,2009,125000,95000,Diesel,Individual,Manual,Second Owner
Mahindra,2017,450000,30000,Petrol,Individual,Manual,First Owner
Tata,2012,450000,42655,Diesel,Individual,Manual,First Owner
Renault,2017,250000,43000,Petrol,Individual,Manual,Second Owner
Toyota,2012,725000,70000,Diesel,Individual,Manual,First Owner
Hyundai,2010,250000,55000,Petrol,Individual,Manual,First Owner
Fiat,2010,99000,80000,Diesel,Individual,Manual,Second Owner
Renault,2017,350000,55000,Petrol,Individual,Manual,First Owner
Hyundai,2018,511000,70000,Petrol,Individual,Manual,First Owner
Maruti,2012,300000,80000,Diesel,Individual,Manual,First Owner
Audi,2010,1100000,110000,Petrol,Individual,Automatic,First Owner
Hyundai,2010,125000,60000,Petrol,Individual,Manual,Third Owner
Tata,2018,500000,30000,Petrol,Individual,Manual,First Owner
Renault,2013,385000,80000,Diesel,Individual,Manual,Second Owner
Skoda,2012,350000,90000,Petrol,Individual,Manual,First Owner
Maruti,2003,60000,50000,Petrol,Individual,Manual,First Owner
Hyundai,2012,300000,50000,Petrol,Individual,Manual,First Owner
Hyundai,2012,400000,70000,Diesel,Individual,Manual,First Owner
Ford,2014,550000,110000,Diesel,Individual,Manual,First Owner
Nissan,2012,300000,80000,Petrol,Individual,Manual,Second Owner
Maruti,2012,250000,156000,Diesel,Individual,Manual,First Owner
Toyota,2012,800000,180000,Diesel,Individual,Manual,First Owner
Maruti,2018,300000,25000,Petrol,Individual,Manual,First Owner
Maruti,2004,80000,120000,Petrol,Individual,Manual,First Owner
Mahindra,2020,1200000,11000,Diesel,Individual,Manual,First Owner
Renault,2017,355000,40000,Petrol,Individual,Automatic,First Owner
Maruti,2015,520000,50000,Diesel,Individual,Manual,First Owner
Hyundai,2012,500000,26000,Diesel,Individual,Manual,First Owner
Maruti,2008,114999,30000,Petrol,Individual,Manual,First Owner
Toyota,2014,1800000,50000,Diesel,Individual,Manual,First Owner
Mahindra,2018,800000,20000,Diesel,Individual,Manual,First Owner
Maruti,2008,105000,30000,Petrol,Individual,Manual,Second Owner
Maruti,2011,135000,78000,Petrol,Individual,Manual,First Owner
Maruti,2011,170000,40000,Petrol,Individual,Manual,Second Owner
Hyundai,2014,550000,100000,Petrol,Individual,Manual,First Owner
Honda,2009,250000,70000,Petrol,Individual,Manual,Third Owner
Hyundai,2014,650000,30000,Diesel,Individual,Manual,Second Owner
Honda,2008,210000,77000,Petrol,Individual,Automatic,Third Owner
Volkswagen,2011,260000,150000,Diesel,Individual,Manual,First Owner
Maruti,2016,750000,69000,Diesel,Individual,Manual,First Owner
Toyota,2016,1350000,120000,Diesel,Individual,Automatic,First Owner
Maruti,2012,220000,120000,Diesel,Individual,Manual,Second Owner
Hyundai,2008,110000,110000,Petrol,Individual,Manual,Second Owner
Mahindra,2017,1230000,70000,Diesel,Individual,Automatic,First Owner
Mahindra,2013,220000,110000,Diesel,Individual,Manual,First Owner
Tata,2009,130000,50000,Diesel,Individual,Manual,First Owner
Hyundai,2012,330000,44000,Petrol,Individual,Manual,First Owner
Honda,2010,254999,90000,Petrol,Individual,Manual,Second Owner
Hyundai,2014,600000,50000,Petrol,Individual,Manual,Second Owner
Hyundai,2012,210000,50000,Petrol,Individual,Manual,First Owner
Chevrolet,2014,300000,146000,Diesel,Individual,Manual,First Owner
Tata,2018,426000,15000,Petrol,Individual,Automatic,First Owner
Maruti,2015,265000,60000,Petrol,Individual,Manual,First Owner
Hyundai,2016,450000,35000,Petrol,Individual,Manual,Second Owner
Hyundai,2012,480000,80000,Diesel,Individual,Manual,First Owner
Tata,2010,40000,90000,Petrol,Individual,Manual,First Owner
Honda,2011,395000,70000,Petrol,Individual,Manual,Second Owner
Maruti,2013,229999,62000,Petrol,Individual,Manual,Second Owner
Ford,2018,875000,10000,Petrol,Individual,Automatic,First Owner
Maruti,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner
Hyundai,2015,500000,35000,Petrol,Individual,Manual,Second Owner
Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Maruti,2019,450000,40000,Petrol,Individual,Manual,First Owner
Maruti,2019,450000,40000,Petrol,Individual,Manual,First Owner
Maruti,2012,550000,120000,Diesel,Individual,Manual,Third Owner
Tata,2013,200000,60000,Petrol,Individual,Manual,First Owner
Tata,2008,80000,90000,Petrol,Individual,Manual,Second Owner
Tata,2010,300000,250000,Diesel,Individual,Manual,Second Owner
Ford,2019,675000,15000,Diesel,Individual,Manual,First Owner
Maruti,2017,260000,30000,Petrol,Individual,Manual,First Owner
Hyundai,2019,500000,15000,Petrol,Individual,Manual,First Owner
Hyundai,2012,150000,55766,Petrol,Individual,Manual,Second Owner
Maruti,2006,100000,80000,Petrol,Individual,Manual,First Owner
Maruti,2001,70000,117000,Petrol,Individual,Manual,Second Owner
Maruti,2004,100000,70000,Petrol,Individual,Manual,First Owner
Toyota,2012,730000,110000,Diesel,Individual,Manual,Second Owner
Nissan,2016,525000,100000,Diesel,Individual,Manual,Second Owner
Nissan,2016,525000,105000,Diesel,Individual,Manual,Second Owner
Toyota,2009,550000,182000,Diesel,Individual,Manual,Third Owner
Toyota,2012,420000,95000,Diesel,Individual,Manual,Second Owner
Honda,2015,500000,70000,Petrol,Individual,Manual,First Owner
Maruti,2009,165000,76000,Petrol,Individual,Manual,Second Owner
Hyundai,2014,650000,70000,Diesel,Individual,Manual,Second Owner
Chevrolet,2013,195000,46000,Diesel,Individual,Manual,First Owner
Maruti,1999,75000,70000,Petrol,Individual,Manual,First Owner
Hyundai,2005,100000,120000,Diesel,Individual,Manual,Second Owner
Toyota,2017,1770000,25000,Diesel,Individual,Manual,First Owner
Maruti,2006,90000,90000,Petrol,Individual,Manual,First Owner
Hyundai,2016,515000,50000,Diesel,Individual,Manual,First Owner
Honda,2017,700000,24585,Diesel,Dealer,Manual,Test Drive Car
Maruti,2001,62000,70000,Petrol,Individual,Manual,First Owner
Toyota,2011,220000,110000,Diesel,Individual,Manual,Third Owner
Hyundai,2019,520000,10000,CNG,Individual,Manual,First Owner
Fiat,2010,170000,100000,Petrol,Individual,Manual,First Owner
Ford,2011,190000,110000,Diesel,Individual,Manual,Second Owner
Ford,2011,150000,100000,Diesel,Individual,Manual,Second Owner
Maruti,2009,125000,65000,Petrol,Individual,Manual,First Owner
Honda,2015,290000,40000,Diesel,Individual,Manual,Third Owner
Maruti,2019,490000,13900,Petrol,Individual,Manual,First Owner
Tata,2017,434999,17563,Petrol,Individual,Manual,First Owner
Tata,2016,380000,15000,Petrol,Individual,Manual,First Owner
Volkswagen,2012,200000,82000,Diesel,Individual,Manual,Second Owner
Ford,2016,495000,40000,Diesel,Individual,Manual,First Owner
Toyota,2014,894999,173000,Diesel,Individual,Manual,Third Owner
Mahindra,2014,600000,151000,Diesel,Individual,Manual,Second Owner
Honda,2015,300000,50000,Petrol,Individual,Manual,First Owner
Honda,2017,430000,15000,Petrol,Individual,Manual,First Owner
Honda,2017,370000,80000,Diesel,Individual,Manual,First Owner
Maruti,2019,750000,11000,Petrol,Individual,Manual,First Owner
Maruti,2016,300000,50000,CNG,Individual,Manual,First Owner
BMW,2012,700000,120000,Diesel,Individual,Automatic,Second Owner
Maruti,2007,100000,70000,LPG,Individual,Manual,Third Owner
Hyundai,2015,300000,90000,Petrol,Individual,Manual,First Owner
Tata,2012,130000,185000,Diesel,Individual,Manual,Second Owner
Hyundai,2016,650000,40000,Diesel,Individual,Manual,First Owner
Maruti,2017,509999,25000,Diesel,Individual,Manual,First Owner
Toyota,2013,1000000,117780,Diesel,Individual,Manual,Second Owner
Hyundai,2010,280000,120000,Diesel,Individual,Manual,Second Owner
Maruti,2017,600000,120000,Diesel,Individual,Manual,First Owner
Skoda,2013,210000,120000,Diesel,Individual,Manual,Third Owner
Audi,2014,1150000,110000,Diesel,Individual,Automatic,Second Owner
Hyundai,2018,229999,30000,Petrol,Individual,Manual,First Owner
Hyundai,2018,245000,30000,Petrol,Individual,Manual,First Owner
Mahindra,2015,600000,60000,Diesel,Individual,Manual,First Owner
Hyundai,2016,375000,25000,Petrol,Individual,Manual,First Owner
Mahindra,2015,150000,55000,Diesel,Individual,Manual,Second Owner
Mahindra,2018,1450000,20000,Diesel,Individual,Manual,First Owner
Maruti,2014,500000,100000,Diesel,Individual,Manual,Second Owner
Maruti,2007,75000,40000,Petrol,Individual,Manual,Second Owner
Hyundai,2006,225000,80000,Petrol,Individual,Automatic,Third Owner
Hyundai,2006,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner
Mahindra,2018,620000,35000,Diesel,Individual,Manual,First Owner
Nissan,2010,600000,110000,Diesel,Individual,Manual,Second Owner
Mahindra,2011,275000,160000,Diesel,Individual,Manual,First Owner
Tata,2013,125000,125000,Diesel,Individual,Manual,First Owner
Tata,2011,80000,62000,Petrol,Individual,Manual,Second Owner
Nissan,2011,199000,120000,Diesel,Individual,Manual,Second Owner
Nissan,2016,440000,33000,Petrol,Individual,Manual,Second Owner
Maruti,2013,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai,2017,700000,35000,Diesel,Individual,Manual,First Owner
Hyundai,2015,450000,50000,Diesel,Individual,Manual,First Owner
Maruti,2019,240000,5000,Petrol,Individual,Manual,First Owner
Hyundai,2016,350000,12000,Petrol,Individual,Manual,First Owner
Ford,2016,650000,81595,Diesel,Dealer,Manual,First Owner
Hyundai,2005,71000,22000,Petrol,Individual,Manual,First Owner
Maruti,2015,400000,40000,Petrol,Individual,Manual,First Owner
Maruti,2008,130000,40000,Petrol,Individual,Manual,Second Owner
Mahindra,2013,300000,70000,Diesel,Individual,Manual,Second Owner
Nissan,2019,1100000,4000,Diesel,Individual,Manual,First Owner
BMW,2015,2200000,24000,Diesel,Individual,Automatic,First Owner
Honda,2018,800000,13500,Petrol,Dealer,Manual,First Owner
Maruti,2013,490000,40000,Diesel,Individual,Manual,First Owner
Honda,2018,836000,9700,Petrol,Dealer,Manual,First Owner
Volkswagen,2012,375000,62000,Petrol,Individual,Manual,Second Owner
Honda,2016,1249000,24000,Diesel,Dealer,Manual,First Owner
Honda,2019,1240000,13000,Diesel,Dealer,Manual,First Owner
Tata,2009,35000,50000,Petrol,Individual,Manual,Third Owner
Honda,2017,1068000,36000,Petrol,Dealer,Manual,First Owner
Honda,2017,1189000,40000,Diesel,Dealer,Manual,First Owner
Hyundai,2018,700000,27000,Petrol,Individual,Manual,First Owner
Maruti,2016,350000,40000,Petrol,Individual,Manual,First Owner
Hyundai,2009,254999,80000,Petrol,Individual,Manual,Second Owner
Mahindra,2005,229999,221000,Diesel,Individual,Manual,Third Owner
Hyundai,2016,750000,80000,Diesel,Individual,Manual,First Owner
Maruti,2012,325000,119000,Diesel,Individual,Manual,Second Owner
Toyota,2009,760000,190000,Diesel,Individual,Manual,Second Owner
Maruti,2017,509999,25000,Petrol,Individual,Automatic,First Owner
Nissan,2013,363000,28740,Petrol,Individual,Manual,First Owner
Maruti,2010,229999,48500,Petrol,Individual,Manual,First Owner
Nissan,2012,290000,110000,Petrol,Individual,Manual,Second Owner
Maruti,2018,550000,30000,Petrol,Individual,Manual,First Owner
Tata,2011,125000,120000,Diesel,Individual,Manual,Second Owner
Volvo,2014,2000000,130000,Diesel,Individual,Automatic,First Owner
Toyota,2008,350000,140000,Diesel,Individual,Manual,Second Owner
Hyundai,2011,390000,90000,Diesel,Individual,Manual,First Owner
Maruti,2010,260000,50000,Petrol,Individual,Manual,First Owner
Maruti,2008,150000,50000,Petrol,Individual,Manual,Second Owner
Maruti,2006,85000,60000,Petrol,Individual,Manual,Second Owner
Maruti,2015,280000,15000,Petrol,Individual,Manual,Second Owner
Maruti,2015,220000,45000,Petrol,Individual,Manual,First Owner
Hyundai,2005,140000,80000,Petrol,Individual,Manual,Third Owner
Maruti,2018,370000,15000,Petrol,Individual,Automatic,First Owner
Maruti,2019,650000,20000,Diesel,Individual,Manual,First Owner
Maruti,2017,280000,37000,Petrol,Individual,Manual,First Owner
Maruti,2016,540000,80000,Diesel,Individual,Manual,First Owner
Ambassador,2002,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti,2018,800000,20000,Petrol,Individual,Manual,First Owner
Ford,2016,515000,25000,Diesel,Individual,Manual,First Owner
Hyundai,2010,220000,96000,Petrol,Individual,Manual,Third Owner
Hyundai,2014,525000,54000,Petrol,Dealer,Manual,Second Owner
Chevrolet,2013,165000,53000,Petrol,Dealer,Manual,First Owner
Fiat,2010,221000,65000,Diesel,Dealer,Manual,First Owner
Chevrolet,2015,245000,43000,Petrol,Dealer,Manual,First Owner
Ford,2012,260000,42000,Petrol,Dealer,Manual,First Owner
Skoda,2011,550000,73000,Diesel,Dealer,Automatic,First Owner
Hyundai,2015,434999,29000,Petrol,Dealer,Manual,First Owner
Tata,2013,450000,95000,Diesel,Dealer,Manual,First Owner
Chevrolet,2014,290000,25000,Petrol,Individual,Manual,First Owner
Volkswagen,2011,305000,53000,Petrol,Dealer,Manual,Second Owner
Ford,2011,265000,20000,Petrol,Dealer,Manual,First Owner
Honda,2014,325000,57000,Petrol,Dealer,Manual,First Owner
Chevrolet,2014,550000,52000,Diesel,Dealer,Manual,First Owner
Maruti,2008,105000,40000,Petrol,Individual,Manual,First Owner
Honda,2012,275000,47000,Petrol,Dealer,Manual,First Owner
Honda,2012,434999,47000,Petrol,Dealer,Manual,Second Owner
Hyundai,2016,690000,73000,Diesel,Dealer,Manual,First Owner
Honda,2012,249000,42000,Petrol,Dealer,Manual,Second Owner
Hyundai,2012,204999,60000,Petrol,Dealer,Manual,Third Owner
Chevrolet,2012,200000,50000,Diesel,Individual,Manual,First Owner
Maruti,2015,190000,120000,Petrol,Individual,Manual,First Owner
Maruti,2012,150000,50000,Petrol,Individual,Manual,First Owner
Maruti,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra,2018,900000,25000,Diesel,Individual,Manual,First Owner
Maruti,2019,950000,11000,Petrol,Individual,Automatic,First Owner
Maruti,2013,475000,80000,Petrol,Individual,Manual,First Owner
Maruti,1998,55000,80000,Petrol,Individual,Manual,Fourth & Above Owner
Ford,2013,450000,75000,Diesel,Individual,Manual,Second Owner
BMW,2009,1200000,45000,Diesel,Individual,Automatic,Third Owner
Mahindra,2007,300000,100000,Diesel,Individual,Manual,Second Owner
Honda,2014,350000,60000,Diesel,Individual,Manual,Second Owner
Tata,2011,229999,160000,Diesel,Individual,Manual,Second Owner
Hyundai,2015,821000,50000,Petrol,Individual,Manual,First Owner
Maruti,2014,200000,80000,Petrol,Individual,Manual,Second Owner
Mahindra,2017,1000000,60000,Diesel,Individual,Manual,Second Owner
Maruti,2016,220000,60000,Petrol,Individual,Manual,Second Owner
Ford,2015,459999,148620,Diesel,Dealer,Manual,First Owner
Maruti,2012,310000,70000,Diesel,Individual,Manual,Second Owner
Hyundai,2018,815000,42000,Diesel,Individual,Manual,First Owner
Hyundai,2017,1200000,40000,Diesel,Individual,Manual,First Owner
Chevrolet,2011,170000,150000,Diesel,Individual,Manual,Second Owner
Maruti,2017,1000000,30000,Diesel,Individual,Manual,First Owner
Hyundai,2010,155000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra,2017,400000,120000,Diesel,Individual,Manual,First Owner
Mahindra,2016,400000,80000,Diesel,Individual,Manual,Second Owner
Tata,2010,250000,80000,Diesel,Individual,Manual,Second Owner
Tata,2008,150000,50000,Petrol,Individual,Manual,Third Owner
Hyundai,2002,80000,70000,Petrol,Individual,Manual,Second Owner
Maruti,2009,130000,120000,Petrol,Individual,Automatic,Second Owner
Volkswagen,2014,325000,70000,Diesel,Individual,Automatic,First Owner
Volkswagen,2012,735000,55300,Diesel,Dealer,Automatic,First Owner
Tata,2012,285000,74300,Diesel,Dealer,Manual,First Owner
Honda,2010,350000,48781,Petrol,Dealer,Manual,First Owner
Volkswagen,2010,290000,87620,Diesel,Dealer,Automatic,First Owner
Volkswagen,2017,890000,40219,Diesel,Dealer,Automatic,First Owner
Honda,2011,385000,11473,Petrol,Dealer,Manual,First Owner
Maruti,2017,425000,8352,Petrol,Dealer,Manual,First Owner
Maruti,2017,525000,9745,Petrol,Dealer,Automatic,First Owner
Hyundai,2017,550000,9748,Petrol,Dealer,Manual,First Owner
Volkswagen,2012,271000,49000,Petrol,Dealer,Manual,First Owner
Hyundai,2018,1490000,20694,Diesel,Dealer,Manual,First Owner
Hyundai,2015,490000,31080,Petrol,Dealer,Manual,First Owner
Hyundai,2014,260000,37605,Petrol,Dealer,Manual,First Owner
